id,qid1,qid2,question1,question2,is_duplicate
3272,6486,6487,"How do you define ""human being?""","How would you define the ""human being""?",1
3273,6488,6489,How do you start a bakery?,How can one start a bakery business?,1
3274,6490,6491,What percentage of Jews living in Israel do not believe in Zionism? What about those living in the United States?,Why do some American Jews feel more resentment towards WWII Poles than the Arabs/Muslims who currently target Jews & Israel in their struggle?,0
3275,6492,6493,"Why do people say ""bless you"" whenever someone sneezes?","What is the origin of saying ""bless you"" when someone sneezes?",1
3276,6494,6495,How can one overcome the fear of speaking in public?,How could we overcome the fear of speaking truth?,0
3277,6496,6497,Can I wear supporter all day?,Can I impress girls if I wear tight pants?,0
3278,6498,6499,Which is the best company for getting review products for free?,What is the best website for consumer product reviews?,0
3279,6500,6501,Should I quit my first job after two months?,Is it ok to quit my first job after 6 months?,0
3280,6502,6503,How can I learn programming from scratch?,How can i start learning programming and coding from scratch?,1
3281,6504,6505,Why did you have children?,Why did you choose to have children?,1
3282,6506,6507,What was (or is) the stupidest question asked on Quora?,"What is the stupidest question ever asked on Quora, other than this one?",1
3283,6508,6509,"What ingredient, if added to vaccines, could scientifically cause autism?",Do vaccines cause autism?,0
3284,6510,6511,How is the Mass communication department at Ashoka University?,Which one would be better for me to study in a university; mass communication or pharmacy?,0
3285,6512,6513,Can someone know if you read their Twitter message?,"If I sent direct message to someone on Twitter then block them after that, can they reply?",0
3286,6514,6515,U.S. Constitution: How relevant is the Third Amendment to today?,What is the First Amendment in the U.S Constitution?,0
3287,6516,6517,Can I change my eye colour using hypnosis?,Can people really change their eye colors by hypnosis?,1
3288,6518,6519,Can we change yellow board car to white board?,Do the universities contact you after submitting GRE scores?,0
3289,6520,6521,How can we flirt with a girl?,How do I flirt with any girl?,1
3290,6522,6523,Who really gets on your nerves?,Difference between master of engineering and master of science?,0
3291,6524,6525,How do I apply for a banking license in Germany?,I have a UK driver license. Can I drive in Germany?,0
3292,6526,6527,How hard is the AWS Developer Associate certification?,Is AWS CLI essential for AWS Sysops Admin or CSA certification?,0
3293,6528,6529,"What is the difference between a Center Forward (CF) and Striker (ST) , Is it based only on the formation?",Why is a striker called a no.9?,0
3294,6530,6531,What is the typical starting salary for someone with an undergraduate degree in theology?,What is the typical starting salary for someone with an undergraduate degree in sociology?,0
3295,6532,6533,How many total active Gmail users are there in Kenya?,How is Gmail support helpful for Gmail users?,0
3296,6534,6535,How can I join Indian army after BBA?,How can I join indian air force or indian Navy after completing engineering?,1
3297,6536,6537,How do you check your SBI account number?,How can I check my bank account NUMBER if I only have my account number?,0
3298,6538,6539,What are some great whisky mixers?,What are some great Whiskey mixers?,1
3299,6540,6541,How do I get a lean body?,What are some ways to get leaner?,1
3300,6542,5314,Is there any possibility to increase height after 21?,How girls can increase their height after 18 years?,1
3301,6543,6544,"After starting my laptop, only the Lenovo screen shows up. What should I do?",What should I do if my Lenovo G500s gets stuck at the Lenovo start screen?,0
3302,6545,6546,"What is the difference between BPEL, BPMN and BPM?",What is the difference between BPM and BIS?,0
3303,6547,6548,Want to know about Payoda (s/w company)?,Whaat is xnxx?,0
3304,6549,6550,Is there any relation between the ventricular systolic period and heart rate?,What is the difference between resting heart rate and normal heart rate?,0
3305,6551,6552,Why do people ask questions on Quora that are easily to find answers too on Google?,Why do so many people ask questions on Quora.com when they could easily find the answers themselves online?,1
3306,6553,6554,.,Why is Cornell's endowment the lowest in the Ivy League?,0
3307,6555,6556,How do you trace your roots?,How can you trace your roots?,1
3308,6557,6558,What are the skills required to crack TCS codevita 1st round?,Why don't people reply to my questions?,0
3309,6559,6560,Can I deposit Rs. 50000 without a PAN card?,Can I deposit rs. 240000 without pan card?,0
3310,6561,6562,"What is the meaning of ""Sugar"" by Maroon 5?",What are Maroon 5 fans called?,0
3311,6563,6564,How do I become a vice president of a MNC?,How do I become a Vice President of sales?,0
3312,6565,6566,What is the all-time record for most sins in a CinemaSins video?,What is the most viewed videos India?,0
3313,6567,6568,Who are these Rothschilds? Do they really own central banks around the world?,Who controls the central banks of the world?,0
3314,6569,6570,Is it possible to stand still in outer space?,Why can't we use kerosene as a fuel in engines though it's calorific value is nearer to diesel?,0
3315,6571,6572,In what way do moles cause cancer?,Do moles cause cancer?,0
3316,6573,6574,What are some of the most famous antifederalist leaders? What did they accomplish?,"Why are the Chinese, Japanese and Korean people so thin?",0
3317,6575,6576,Could anyone help me with the best IAS coaching centers in Hyderabad?,Which is the best IAS coaching centres in Hyderabad?,1
3318,6577,6578,How do you know if you've fallen for someone?,How do know that you are in love?,1
3319,6579,6580,Why does gst bill is important?,How do GST bill will benefit local people?,1
3320,6581,6582,Will this gap year affect my personal interviews in IIMs?,Will a gap year after graduation adversely affect my interview at IIMs?,1
3321,6583,6584,Should I buy a laptop with AMD A10-8700P or Intel i5-5200U to go with 6 GB Ram and Windows 10?,"Which laptop should I buy? Asus Vivobook X541U-WB51, 15.6” FHD, Intel i5-6198U or Asus VivoBook X540YA-DM129T 15.6” FHD AMD, A8-7410?",0
3322,6585,6586,How long did it take you to learn JavaScript?,How long does it take to master JavaScript?,0
3323,6587,6588,What is Atal Pension Yojana? Who can join Atal Pension Yojana?,What is Atal Pension Yojana? What are its benefits?,1
3324,6589,6590,How do you track someone by their cell phone number?,How do you track someone with their cell phone?,1
3325,6591,6592,What is the best way to outline your novel?,What is the best way to outline a novel/story for a novice writer?,1
3326,6593,6594,What are the most popular linux distros for deep learning research?,What is the most powerful Linux distro?,0
3327,6595,6596,What is the meaning of para and gravida?,What is the meaning of para 2 and gravida 3?,0
3328,6597,6598,Why do I have a hard lump on my earlobe?,Why do I have a strange lump in my earlobe?,0
3329,6599,6600,How can you determine if the reaction is exothermic or endothermic?,What defines whether a chemical reaction is exothermic or endothermic?,0
3330,6601,6602,Why do so many people believe that the IQ test determines your intelligence?,Why do so many people believe IQ tests can measure such an ill-defined thing as intelligence?,0
3331,6603,6604,How can I be a designer?,What is the best way to be a designer?,1
3332,6605,6606,How do I get a golden bottle cap in Pokemon Sun / Moon?,What are strange souvenirs for in Pokemon Sun and Moon games?,0
3333,6607,6608,What could be the reason why iPhone sales dropped for the first time?,What is causing iPhone sales to drop (April 2016)?,1
3334,6609,6610,Who is the most famous poet in the world?,Who is the most famous poets?,1
3335,6611,6612,Is wowchat legal in India?,Is antique business legal in India?,0
3336,6613,6614,Height: How would a 14 year old increase his height?,How should I increase my height?,1
3337,6615,6616,How much amount to fill in amount of transaction column of form 60/61?,How much money will amount to rupees 560 in 3 years at 4% per annum.?,0
3338,6617,6618,Is there a working Nintendo 3DS emulator for PC or Android?,Would R4 cards work on a Nintendo 3DS XL?,0
